Wall time,Step,Value
1677148419.916171,100,-0.5230000019073486
1677148594.350009,240,-0.3610000014305115
1677148715.464493,340,-0.2529999911785126
1677148809.656867,440,-0.9009999632835388
1677149488.693558,1040,-0.3880000114440918
1677149545.051388,1075,0.9660000205039978
1677149860.071053,1375,-0.4690000116825104
1677149963.242813,1475,-0.6579999923706055
1677150086.354834,1575,-0.21700000762939453
1677150303.908507,1775,-0.5680000185966492
1677150403.522198,1875,-0.7389999628067017
1677150525.532132,1975,-0.23499999940395355
1677151314.791469,2147,0.9539999961853027
1677151420.718257,2247,-0.6039999723434448
1677151752.740683,2547,-0.6579999923706055
1677151854.313029,2647,-0.703000009059906
1677152060.598841,2847,-0.4869999885559082
1677152180.645768,2947,-0.2709999978542328
1677152475.417422,3167,-0.19900000095367432
1677152595.537521,3267,-0.3070000112056732
1677152815.584028,3467,-0.8019999861717224
1677152917.583006,3567,-0.6759999990463257
1677152974.635518,3602,-0.03500000014901161
1677153097.814887,3702,-0.20800000429153442
1677153106.178499,3720,-0.035999998450279236
1677154405.560442,4379,0.9399999976158142
1677154529.933248,4479,-0.19900000095367432
1677154632.671774,4579,-0.6669999957084656
1677154751.915449,4679,-0.289000004529953
1677154873.323571,4779,-0.23499999940395355
1677154976.407455,4879,-0.6759999990463257
1677155109.369932,4999,0.921999990940094
1677155225.320507,5099,-0.3610000014305115
1677155400.473626,5244,-0.41499999165534973
1677155666.397994,5471,0.9739999771118164
1677155771.449336,5571,-0.6309999823570251
1677155896.195011,5671,-0.19900000095367432
1677156012.207533,5771,-0.3610000014305115
1677156119.623184,5898,-0.8650000095367432
1677156227.934412,5998,-0.5320000052452087
1677156907.545055,6021,-0.039000000804662704
1677157030.852271,6121,-0.19900000095367432
1677157151.768468,6249,0.9729999899864197
1677157274.197943,6349,-0.22600001096725464
1677157456.922573,6490,0.9599999785423279
1677157691.914964,6690,-0.3880000114440918
1677157855.446178,6826,0.9649999737739563
1677158052.220564,7026,-1.0
1677158157.738104,7126,-0.5949999690055847
1677158344.363624,7326,-0.7569999694824219
1677158458.692666,7426,-0.4059999883174896
1677158682.3662,7626,-0.45100000500679016
1677158742.969729,7671,-0.04500000178813934
1677158900.823593,7837,0.9739999771118164
1677159010.886374,7937,-0.5049999952316284
1677160167.199412,8461,-0.23499999940395355
1677160584.952107,8861,-0.19900000095367432
1677160696.573024,8961,-0.46000000834465027
1677161018.281034,9261,-0.8019999861717224
1677161337.646539,9561,-0.19900000095367432
1677161427.21108,9661,-1.0089999437332153
1677161674.819334,9861,-0.19900000095367432
1677161744.035249,9943,-0.23499999940395355
1677162438.099332,10063,0.9380000233650208
1677162798.082724,10363,-0.4059999883174896
1677162922.849642,10463,-0.19900000095367432
1677163046.489163,10563,-0.19900000095367432
1677163488.404983,10994,-0.22600001096725464
1677163975.858854,11394,-0.21700000762939453
1677164080.597999,11494,-0.6309999823570251
1677164292.648896,11694,-0.5230000019073486
1677164348.801327,11729,0.9660000205039978
1677164454.697346,11829,-0.6039999723434448
1677164566.250813,11929,-0.4690000116825104
1677165279.345078,12026,0.9750000238418579
1677165489.907091,12226,-0.43299999833106995
1677165731.42661,12426,-0.19900000095367432
1677165841.825979,12526,-0.4959999918937683
1677166365.440273,12971,-0.9549999833106995
1677166487.38309,13071,-0.24400000274181366
1677166720.769222,13271,-0.43299999833106995
1677166808.112502,13371,-1.0269999504089355
1677167063.759032,13627,-1.0360000133514404
1677168405.966053,14260,0.9639999866485596
1677168649.32234,14460,-0.20800000429153442
1677168664.591921,14495,-0.06199999898672104
1677168844.382882,14695,-0.8560000061988831
1677168962.714019,14786,0.9099999666213989
1677169016.515644,14815,0.972000002861023
1677169172.946692,14963,0.8809999823570251
1677169430.975056,15190,0.9729999899864197
1677169529.900916,15290,-0.7389999628067017
1677169583.940072,15322,0.968999981880188
1677169930.770282,15622,-0.24400000274181366
1677170048.083498,15722,-0.3070000112056732
1677170170.138306,15822,-0.19900000095367432
1677170262.631201,15922,-0.8740000128746033
1677171116.931281,16200,-0.3610000014305115
1677171222.488368,16300,-0.5770000219345093
1677171445.37163,16479,-0.4959999918937683
1677171566.047796,16579,-0.21700000762939453
1677171627.240279,16628,0.9520000219345093
1677171728.699257,16728,-0.6579999923706055
1677172025.770786,17028,-0.9459999799728394
1677172140.801318,17128,-0.34299999475479126
1677172262.490361,17224,0.9049999713897705
1677172361.84222,17324,-0.7300000190734863
1677172727.655472,17624,-0.21700000762939453
1677173061.030815,17924,-0.9099999666213989
1677173754.158305,18100,-0.20800000429153442
1677173875.810469,18200,-0.19900000095367432
1677174110.116895,18400,-0.21700000762939453
1677174170.63964,18445,0.9559999704360962
1677174292.412626,18545,-0.19900000095367432
1677174347.766395,18583,0.9359999895095825
1677174566.499564,18783,-0.4959999918937683
1677174746.699318,18943,0.9409999847412109
1677174921.025847,19073,0.9710000157356262
1677175110.251608,19273,-0.8650000095367432
1677175319.357936,19473,-0.5770000219345093
1677175431.912113,19551,0.9229999780654907
1677175559.556514,19680,0.972000002861023
1677175681.482587,19780,-0.19900000095367432
1677175800.796504,19875,0.906000018119812
1677175922.752314,19975,-0.19900000095367432
1677176629.554436,20100,-0.5590000152587891
1677176809.16856,20241,0.9599999785423279
1677176873.601592,20298,0.9440000057220459
1677177333.68822,20698,-0.4779999852180481
1677177608.72234,20944,-0.44200000166893005
1677177904.622155,21184,-0.21700000762939453
1677178027.803735,21284,-0.19900000095367432
1677178147.511971,21384,-0.23499999940395355
1677178232.380547,21484,-1.0360000133514404
1677178351.32657,21584,-0.2529999911785126
1677178526.951766,21714,-0.19900000095367432
1677178632.727449,21814,-0.550000011920929
1677178787.211654,21969,0.9459999799728394
1677179489.102565,22100,-0.5139999985694885
1677179610.673899,22200,-0.19900000095367432
1677179730.846029,22300,-0.21700000762939453
1677179938.128475,22500,-0.6759999990463257
1677180271.715786,22800,-0.19900000095367432
1677180360.935149,22900,-0.9639999866485596
1677180449.318649,23000,-0.9549999833106995
1677180749.091008,23248,-0.3160000145435333
1677180852.517348,23348,-0.6129999756813049
1677180962.548726,23448,-0.4690000116825104
1677181083.625555,23548,-0.21700000762939453
1677181302.005508,23748,-0.21700000762939453
1677182708.688609,24330,0.9710000157356262
1677182942.494377,24530,-0.19900000095367432
1677183064.366078,24630,-0.19900000095367432
1677183420.638765,24930,-0.19900000095367432
1677183480.631341,24976,0.9549999833106995
1677183602.038532,25076,-0.19900000095367432
1677183778.436632,25217,-0.2800000011920929
1677183986.705149,25417,-0.9099999666213989
1677184209.409934,25617,-0.19900000095367432
1677184271.077681,25667,0.9509999752044678
1677184511.083056,25867,-0.2800000011920929
1677185360.66571,26100,-0.3160000145435333
1677185482.324673,26200,-0.19900000095367432
1677185657.996711,26332,-0.19900000095367432
1677185768.95073,26405,0.9279999732971191
1677186142.490971,26742,-0.19900000095367432
1677186193.164689,26767,0.9760000109672546
1677186316.118893,26867,-0.19900000095367432
1677186330.047115,26896,0.972000002861023
1677186437.399496,26996,-0.5139999985694885
1677186956.304731,27429,-0.19900000095367432
1677187077.869609,27529,-0.19900000095367432
1677187128.23616,27553,0.9769999980926514
1677187214.56959,27653,-1.0269999504089355
1677187336.232268,27753,-0.19900000095367432
1677187354.369949,27792,0.9620000123977661
1677188350.735885,28100,-0.19900000095367432
1677188463.551328,28200,-0.3970000147819519
1677188706.480463,28400,-0.19900000095367432
1677188815.245585,28500,-0.5230000019073486
1677189019.800875,28700,-0.6940000057220459
1677189141.685662,28800,-0.19900000095367432
1677189382.325367,28988,0.9620000123977661
1677189625.4702,29188,-0.19900000095367432
1677190177.773075,29652,0.9100000262260437
1677190196.033598,29691,0.9620000123977661
1677190294.307495,29791,-0.7300000190734863
1677190346.279077,29819,0.9729999899864197
1677190464.703677,29919,-0.2709999978542328
1677191525.808796,30302,-0.19900000095367432
1677191537.135919,30325,-0.023000001907348633
1677191749.278487,30525,-0.6039999723434448
1677192060.504014,30794,0.9319999814033508
1677192183.146427,30894,-0.19900000095367432
1677192276.991615,30994,-0.8289999961853027
1677192386.836301,31067,-0.07300000637769699
1677192620.477033,31267,-0.19900000095367432
1677192738.825927,31366,0.8389999866485596
1677192806.154295,31430,0.9369999766349792
1677193020.425401,31630,-0.5410000085830688
1677193122.575136,31730,-0.6399999856948853
1677193182.79141,31777,0.9539999961853027
1677193234.060499,31803,0.9750000238418579
1677194161.68532,32100,-0.19900000095367432
